,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,12.831008991559587,-1.6569607819979848,12.831008991559587,0.07616258701215384,0.4097813290259421,427.4600000000001,410.3240000000002,427.050791884,150,0,0.4043169046369086,-0.47655943238277393,0.47655943238277393,0.4043169046369086,1.4642857142857142,2.2142857142857144,2.7857142857142856,32.16668124695528,9.976482543324412,2.6619250919140374,-2.5530947851032098,2.46172499440876,-2.8039979290507646,7.99871459723521,-0.1921340390875445,1.8103019424574405,854.429156129188,20.47432701575865,14.668485204218594,16.301478366074047,13.296566727541911,8.01179701288934,9.940204614124893,5.947633477052821,8.048407898416126,4.263239163243853,6.513238588236468,3.035280396009151,5.158769497423443,-2.57,1725921.0093533108,20.171661836598886,7.813366165730109,3.4527017359863312,167.18991561099924,25.630709383609318,17.677794090537493,0.0,5.907179729351506,11.63216532332176,12.062545358890265,14.48898409899412,9.589074368143644,0.0,23.098670827325854,6.06636706846161,11.446429838927525,23.31290287179489,6.4208216229260096,33.758402038728086,46.975575644919125,0.0,10.216698334856808,5.733667477162185,17.519680029865004,19.469533112537242,33.66008794421553,0.0,0.0,11.050456081168516,4.794537184071822,0.0,23.098670827325854,64.45173346276069,30.27815908274157,0.0,4.877147193701299,28.782940750514236,0.0,0.0,0.0,148.26,34.975763224532265,24.284676131127995,0.0,30.05070103731082,0.0,9.777056924551777,30.208468368603384,6.06636706846161,11.446429838927525,10.05365155780638,10.470530430962235,10.018199773646966,2.6011792307425146,49.61306388015961,13.22576714808098,3.2030170099750004,-2.3114996753854067,3.6076103705528446,-0.9734883661444425,-0.34207759152023254,1.2748948865588474,0.375,28,4,10,0,2,2,0,1,1,8,3,12,7,0,1,1,3,0.09860000000000069,99.1949,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,12.335907029478458,-1.1187256614971262,12.335907029478458,0.026549527345884227,0.4985490439835023,349.4120000000001,330.26000000000005,349.10962708799997,128,0,0.35211488068006896,-0.4765611911664806,0.4765611911664806,0.35211488068006896,1.4583333333333333,2.2083333333333335,2.8333333333333335,32.166636770104,9.96979647592908,2.534672392838864,-2.4899083712655936,2.3964811364678638,-2.71059159996022,7.998327734629752,-0.1503459657631601,1.6784524742148712,697.4360923398415,17.43035694138864,13.190192580742394,14.00668916167012,11.413591357920934,7.690996439235423,8.739751229216079,5.998097023401305,7.103089528983253,4.377492631238189,5.80167732568074,3.059081799292016,4.351837702542011,-2.0599999999999996,232419.89941069784,16.785786144559395,6.445711150935106,2.7565585539174093,143.17857681515488,16.156983476009223,23.154593784320497,0.0,5.907179729351506,5.907179729351506,5.969305287951849,14.48898409899412,4.794537184071822,0.0,11.761884949391115,18.228060320501644,30.911589505681178,5.752853606746789,0.0,19.490138947056174,29.545549696045974,0.0,10.216698334856808,5.733667477162185,37.222934916807304,5.752853606746789,35.07130869369601,0.0,0.0,11.050456081168516,0.0,0.0,11.761884949391115,51.00050995035749,14.383611552215466,0.0,19.765380445542643,35.07130869369601,0.0,0.0,0.0,112.73,29.86734640495078,19.490138947056174,0.0,11.070912126024574,17.746779759742065,11.993926152995277,16.66179468024159,6.923737199690624,18.228060320501644,5.316788604006331,5.733667477162185,0.0,1.4459287866381119,37.27687123520825,11.587622402491593,7.488416531927537,-1.405680208556742,-1.516346686822878,7.257271620617546,1.6992496518299187,0.0,0.4375,24,4,7,1,2,3,0,0,0,5,3,8,4,0,1,1,3,0.3486000000000003,89.79090000000004,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4,12.615170619173597,-1.367089621087185,12.615170619173597,0.07513070042831926,0.5157640804414241,415.49600000000015,398.3600000000002,415.066048024,144,0,0.25325692996135973,-0.5431907303710567,0.5431907303710567,0.25325692996135973,1.25,2.0357142857142856,2.7142857142857144,32.16668041575907,10.021370150553478,2.5262375017731653,-2.500852367516111,2.3968611899941905,-2.7103901266818187,7.998348169334665,-0.6886226115941801,1.4882081305962238,943.3530494380105,19.672997628507918,14.738739969238999,16.37173313109445,13.541713895658194,8.682310711794647,10.610718313030203,6.498576185422752,8.635813873366454,4.622706862933874,6.838727932705154,3.3492637667712146,5.387981054074877,-2.6499999999999995,3023390.075485067,18.701212638690595,7.764646841996758,3.546296924086108,169.21824179974166,15.217853182918859,11.4157136421167,18.93844354913873,5.907179729351506,5.907179729351506,0.0,14.48898409899412,4.567099647791355,0.0,23.098670827325854,12.13273413692322,11.446429838927525,28.33583946744057,18.087166223933693,24.05723859484753,40.88233557398071,0.0,10.216698334856808,0.0,24.381291670955285,5.752853606746789,64.25287629282651,0.0,0.0,14.990415646638393,0.0,0.0,23.098670827325854,39.85214172636883,27.349189581054052,0.0,4.877147193701299,59.37572909912522,0.0,0.0,0.0,93.42,23.292198659420052,19.490138947056174,0.0,18.02504066533335,17.87071454272863,4.877147193701299,27.99858055817633,0.0,52.67268490379148,5.316788604006331,0.0,1.8508999509022055,2.929809740583064,38.76519983849124,15.974376544120862,0.5444638243650695,-1.5671910996951561,8.594366309157351,3.877264397805731,0.3641438276029725,0.0,0.2631578947368421,28,1,7,0,2,2,0,2,2,6,1,9,6,0,1,1,4,-0.3177999999999992,101.71570000000001,1,0,0,0,0,1,0,0,1,1,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O,12.803379449965988,-1.1766902668372723,12.803379449965988,0.0009168947592497201,0.26456113507512796,525.6420000000004,502.45800000000025,525.103513216,182,0,0.3521585022061427,-0.4765606782786951,0.4765606782786951,0.3521585022061427,1.411764705882353,2.2058823529411766,2.8823529411764706,32.16802543501458,10.0275555263456,2.5365359744937104,-2.4905346157877877,2.4106462046767265,-2.703083776050646,8.005497981647013,-0.15023148743829945,1.4063838248629357,1131.6104251161796,24.4050484360768,18.372133489474084,20.82162323225726,16.240091198415858,10.1719521472566,13.08595830814564,7.8427151803709805,10.779887293834259,5.111047215821568,8.216784015482059,3.4737035873114226,6.4248809178513815,-2.6900000000000004,40570993.73299451,24.435065315206444,10.287478452912158,5.184852142726712,206.6743097189774,21.056893206859698,17.112752955172535,5.131558479839333,11.063616211172214,5.907179729351506,5.969305287951849,14.48898409899412,14.460318640164214,0.0,28.197352635626892,11.761884949391115,30.095218686733382,23.430526389872067,18.659506023687047,19.490138947056174,57.77577900321116,0.0,40.30784152141046,0.0,29.53772815277599,37.87947506192272,22.34413460843948,0.0,0.0,11.050456081168516,5.131558479839333,0.0,34.86055577671697,101.44276628577694,27.34918958105405,0.0,5.693927994848461,21.806643095411722,0.0,0.0,0.0,172.45999999999998,23.292198659420052,19.490138947056174,0.0,18.02504066533335,39.60549110598392,6.544756405912575,39.760465507567446,10.0618657056111,18.99525369620486,25.82621912456431,5.733667477162185,1.6674076948427943,3.979229159038936,44.5285545345988,26.411604218129995,6.683520090090385,-1.2439964674847142,-0.7820668329426936,0.0009168947592497201,1.3550844262897197,3.8997462826775315,0.5,34,4,13,0,2,2,0,2,2,13,3,16,10,0,1,1,4,-0.6531999999999967,127.00990000000002,1,0,0,1,0,5,0,0,1,1,3,2,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,12.472505826404635,-1.1777690626806783,12.472505826404635,0.07193901236650113,0.34831831323821205,383.4110000000001,370.30700000000013,383.03581051599997,132,0,0.35183611247305696,-0.47656858019879705,0.47656858019879705,0.35183611247305696,1.56,2.32,2.92,32.166679672472675,10.045459298690144,2.5259062894538875,-2.477042830764136,2.3694800061279158,-2.7025169566639917,7.997914999077048,-0.1495999226905406,1.753340982302862,804.4853088773351,18.13746372257519,12.832202251917689,14.465195413773142,11.93475940797611,6.9521956856307865,8.88060328686634,4.971238055925615,7.0105697272676855,3.514257542916154,5.371770252675247,2.439877933130885,4.1823433300151,-2.6,444536.8897336221,17.23042192958882,6.721579519381717,3.0485336644006717,149.25397301894,20.994572059745856,29.916478491298527,10.843243482610035,0.0,11.814359458703011,5.969305287951849,14.48898409899412,9.77851570501903,0.0,23.098670827325854,5.15571272675054,6.076020106833881,11.132916377212704,0.0,24.327727530792806,51.725579056590746,0.0,15.200676855804018,5.15571272675054,11.4157136421167,18.59631862518651,22.84705018520409,0.0,0.0,11.050456081168516,5.131558479839333,0.0,23.098670827325854,62.76413018620498,19.2212001359521,0.0,5.693927994848461,22.308834917106168,0.0,0.0,0.0,147.20999999999998,29.199378388771557,14.383611552215466,0.0,22.234210790514325,5.752853606746789,16.236695608785215,24.947702597502527,5.380062770465915,0.0,20.29406843544071,10.84019487200289,0.0,2.4940463067943224,45.7195419456678,16.67832739200049,5.6015516274196155,-1.8904392007670319,-0.8485289115646262,1.467565610929608,0.0,1.2779352295198254,0.3076923076923077,25,4,10,0,2,2,0,1,1,9,3,12,5,0,1,1,3,-0.5557999999999998,90.81390000000002,1,0,0,1,0,1,0,0,1,1,3,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,12.914860471468966,-1.3084017524849954,12.914860471468966,0.10156280335389423,0.09529800454941457,554.5920000000003,536.4480000000003,554.0460579160002,190,0,0.3521585021831157,-0.4765606782787246,0.4765606782787246,0.3521585021831157,1.3888888888888888,2.138888888888889,2.7777777777777777,32.168025750150896,10.025648266431904,2.5403545948821216,-2.490080867881995,2.4103276317523097,-2.706805975781436,8.005511274812452,-0.14974007939823922,1.5118461639349998,1428.1226692899497,26.145535412082953,18.58113082630611,21.03062056908929,17.116299958328167,9.955067398549136,12.869073559438178,7.299854410816911,10.237026524280193,5.021740125082674,8.151410998885241,3.437512515899291,6.3893526299444705,-3.64,86964842.00764643,25.452831842099872,10.15191438763377,4.7329847758068055,213.32447467708963,20.994572059745856,29.91647849129853,15.999679964430742,0.0,11.814359458703011,17.087839078055865,33.85854321058399,9.77851570501903,4.9839785209472085,23.098670827325854,16.917597676141654,5.573104530069267,23.933441966636682,0.0,24.327727530792806,63.48746400598186,0.0,29.965140120197447,12.20338470942773,16.57215012393741,24.3491722319333,43.05174276668713,0.0,0.0,22.16898987127253,5.131558479839333,0.0,34.86055577671697,83.28144705734519,26.268872118629286,0.0,5.693927994848461,36.55143019030591,0.0,0.0,0.0,214.95999999999998,40.317912178875574,29.079213315199816,0.0,38.89635448582861,5.573104530069267,27.99858055817633,35.98122017895694,0.0,0.0,25.539140180952323,10.571256060898818,1.2536059923735094,3.4099444483503194,74.2511416575047,19.64188099968995,3.998125971650352,-2.297968624620098,-0.9946495025670712,0.0,0.0,2.737919057618332,0.3333333333333333,36,5,15,0,2,2,0,2,2,14,4,18,8,0,1,1,4,-1.6112999999999957,130.5796,1,0,0,1,0,4,1,0,1,1,3,2,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,12.024468379944572,-0.028237433862433825,12.024468379944572,0.028237433862433825,0.79164533623487,284.74600000000004,271.642,284.07164071600005,100,0,0.24791727974282635,-0.31319991842941763,0.31319991842941763,0.24791727974282635,1.15,1.9,2.65,35.495691346131856,10.002162858539625,2.218973998739871,-2.1763231292707372,2.2811616705424744,-2.272793041662887,6.315332193357877,-0.11644584596312946,2.229963444415005,694.8779897536324,14.11251969619286,11.006548889176562,11.762477835195018,9.66470379794645,6.329639001332096,6.707603474341323,4.645086508323744,5.08152228879573,3.368833542284992,3.603930645072731,2.3054972364225597,2.477600260375427,-2.129999999999999,50100.21358682773,12.881278899155532,5.097712849630266,2.207528872522681,122.06237911260715,4.899909730850478,6.544756405912575,0.0,5.907179729351506,0.0,0.0,9.786941916707491,0.0,0.0,0.0,41.932775232540564,18.19910120538483,23.197208279812507,11.399071277454265,4.794537184071822,28.907190897038284,0.0,0.0,4.992404732635669,0.0,18.492338119440245,64.6804728448282,0.0,0.0,4.899909730850478,5.687386274683562,0.0,11.600939890232516,25.21129312071197,4.794537184071822,0.0,11.126902983393991,53.523341280328545,5.022633313741326,0.0,0.0,32.67,0.0,4.794537184071822,0.0,12.45193613526408,5.022633313741326,22.525974260848255,0.0,18.013948781989278,42.46456947923127,4.992404732635669,11.600939890232516,0.0,6.108365947201925,18.12866591080877,0.6343797241118672,3.510620118417738,-0.028237433862433825,15.349031697040958,0.0,0.14585978835978808,1.7624253590325019,0.125,20,0,3,0,1,1,2,0,2,2,0,4,1,0,0,0,3,3.1538000000000013,81.81000000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,12.04826467624087,-1.498720710506425,12.04826467624087,0.4202314814814816,0.8362062788567832,314.72800000000007,303.64000000000004,314.045819892,110,0,0.3378112284393633,-0.47926042482429015,0.47926042482429015,0.3378112284393633,1.1818181818181819,1.9090909090909092,2.590909090909091,35.49569146696651,10.004920715235562,2.3056046673224553,-2.0971246418622416,2.2680570207112978,-2.3238271899626852,6.31761023396404,-0.14086839399180698,2.252428447693377,787.232857408878,15.689869965382487,11.285040667643504,12.040969613661959,10.558550648063802,6.528710755640766,6.906675228649994,4.7636622682755885,5.200098048747574,3.282292817893404,3.517389920681143,2.273177325881805,2.4452803498346727,-2.6599999999999997,116714.64458291534,14.284541405318805,5.614350648689528,2.582566362815447,130.80816347825157,10.423315998847038,0.0,0.0,6.041840829147961,5.907179729351506,5.969305287951849,9.786941916707491,4.794537184071822,0.0,0.0,41.932775232540564,18.19910120538483,16.149536297135317,11.399071277454265,14.69560176298435,34.87649618499013,0.0,0.0,4.992404732635669,6.041840829147961,5.316788604006331,64.6804728448282,0.0,0.0,5.316788604006331,5.687386274683562,0.0,11.600939890232516,28.73653824406272,9.589074368143644,0.0,11.126902983393991,53.523341280328545,5.022633313741326,0.0,0.0,78.76,17.918325846451317,14.69560176298435,0.0,0.0,27.54860757458958,0.0,0.0,30.33183534230805,18.19910120538483,10.309193336642,11.600939890232516,0.0,6.034004052238179,27.521915767335745,12.30295987479354,2.216823822121442,-1.9797798563869988,12.515187451009211,0.0,0.0,0.0,0.0625,22,2,5,0,1,1,2,0,2,3,2,6,2,0,0,0,3,2.5827,83.58650000000004,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,11.789372952884861,-1.4977330561854376,11.789372952884861,0.42032407407407435,0.8476978945833689,321.163,311.08299999999997,320.01193292,106,0,0.27571356890795357,-0.3641320778230255,0.3641320778230255,0.27571356890795357,1.0952380952380953,1.8571428571428572,2.619047619047619,35.496784061709384,10.003897599438679,2.2457899820306806,-2.1092679204133944,2.288471259102284,-2.242728970458915,6.364771253543558,-0.12303241188989517,2.26892535252096,759.0888790908208,14.982763184195937,10.677406580999241,12.189264473036152,10.058550648063802,6.176152470982484,6.93208141700094,4.510377961098408,5.354013868311,3.1094747349565597,3.6741600587843446,2.137008096431652,2.5343477678273003,-1.8799999999999994,69580.86284980763,14.073964359504131,5.483862253091111,2.6540649291266583,130.58496549069287,10.423315998847038,0.0,0.0,6.22790117073487,5.907179729351506,0.0,4.794537184071822,4.992404732635669,0.0,0.0,41.40098098584986,24.26546827384644,21.172169610876644,11.399071277454265,9.901064578912528,40.5081307872708,0.0,0.0,4.992404732635669,6.22790117073487,5.316788604006331,63.63673909010791,0.0,0.0,5.316788604006331,5.687386274683562,0.0,23.20187978046503,22.953293297697783,4.794537184071822,0.0,11.126902983393991,47.45697421186694,10.045266627482652,0.0,0.0,61.69,12.135080900086376,9.901064578912528,0.0,0.0,32.571240888330905,0.0,0.0,42.46456947923127,0.0,10.309193336642,23.20187978046503,0.0,12.232550880434477,15.876980977576219,13.43436043398841,2.182688019652306,-0.5966425736961452,12.090017540452394,-1.4977330561854376,0.0,0.0,0.06666666666666667,21,2,4,0,1,1,2,0,2,3,2,6,1,0,0,0,3,3.1013000000000015,83.17950000000002,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,14.30244457042076,-0.2929596560846559,14.30244457042076,0.2929596560846559,0.654885085071007,325.774,312.67,325.078203316,114,0,0.13210061525536995,-0.29837050207888494,0.29837050207888494,0.13210061525536995,1.1304347826086956,1.9565217391304348,2.782608695652174,35.49569151689558,9.997253697169763,2.217744010930393,-2.135510221323689,2.2888026920599747,-2.093867754574588,6.3113328014292165,0.6249752927082134,2.0274961737508224,943.1897985853425,15.97432701575866,12.423478667221884,13.179407613240338,11.147867045540844,7.278037783613419,7.656002256622646,5.438311999982631,5.874747780454615,3.993996020046735,4.229093122834474,2.953456181799731,3.1255592057525976,-2.459999999999999,280153.6570741006,14.152613321456492,5.317520490200393,2.2630539582639715,137.6374907255098,0.0,11.641625339045822,0.0,0.0,0.0,0.0,9.559504380427024,9.374393568622029,0.0,0.0,23.733674027155736,37.255572541998674,16.149536297135317,29.834599249828376,4.39041504767482,17.312624893003218,0.0,9.551078168738563,4.992404732635669,13.4684936056032,0.0,82.14650268187395,0.0,5.687386274683562,0.0,4.39041504767482,0.0,11.600939890232516,15.262763171509265,6.544756405912575,12.740958040736519,22.645235476242377,53.653817783480015,5.022633313741326,5.687386274683562,0.0,30.18,0.0,4.39041504767482,0.0,5.817220841045895,22.842526214121598,22.769170259228943,6.06636706846161,12.13273413692322,41.9531486929415,9.976383253582878,11.600939890232516,16.347094356261024,6.18967972271213,9.011775163769212,0.5916737528344673,3.7868951562106328,0.5760737381372304,12.252464289213627,1.8070545162509448,2.3817337490551775,0.0,0.1111111111111111,23,0,3,0,1,1,2,1,3,3,0,5,1,0,0,0,4,4.324220000000002,89.05400000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,11.689398935500126,-0.46269227135298596,11.689398935500126,0.007236866969009936,0.6771088741597446,281.271,270.183,281.080041212,104,0,0.26975709004006415,-0.3238334332450522,0.3238334332450522,0.26975709004006415,1.1428571428571428,1.9047619047619047,2.619047619047619,16.628245857077143,9.998957657993959,2.2024969368811496,-2.0920583084754982,2.2643384530034316,-2.129733652647437,6.189423967783976,-0.3844351948144709,2.198099775373002,754.0140888404637,14.819626477379408,10.945080997095062,10.945080997095062,10.147867045540842,6.334984743247656,6.334984743247656,4.566032814080507,4.566032814080507,3.1711826205923406,3.1711826205923406,2.2192978524021174,2.2192978524021174,-3.0199999999999996,81311.12468881503,12.985960915870827,5.162909038431587,2.5077119128858225,119.83717500723333,5.316788604006331,6.544756405912575,0.0,5.907179729351506,5.687386274683562,0.0,19.901260185473063,0.0,0.0,0.0,30.33183534230805,6.06636706846161,23.259637120317212,16.322382326271935,9.717848232889493,22.993637281489335,0.0,0.0,4.992404732635669,0.0,11.861545009918906,69.77215779985244,0.0,0.0,5.316788604006331,11.374772549367124,0.0,0.0,23.08693218685245,4.794537184071822,10.114318268765572,11.126902983393991,53.52334128032855,0.0,0.0,0.0,84.6,4.923311048817671,14.908855452837393,0.0,18.139322409947642,16.96252276915126,5.563451491696996,18.19910120538483,0.0,30.33183534230805,10.309193336642,0.0,0.0,0.0,26.483481906651548,13.670652557319222,2.448038076341649,-0.2397831632653058,13.644847489921895,0.0,-0.007236866969009936,0.0,0.06666666666666667,21,1,6,0,1,1,2,0,2,4,1,6,2,0,0,0,3,2.3843000000000005,78.67410000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
